today,base,enumerateur,uuid,question.name,ancienne.valeur,nouvelle.valeur,parent.other.question,parent.other.answer,probleme,checkid,action
7/14/2020,fada,fada_401,68f3072c-2677-463c-9667-665d6cfa1930,duration_entretien,224.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/14/2020,fada,fada_408,4cee6699-741f-46f5-93cc-521ab0227db1,duration_entretien,358.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/14/2020,fada,fada_408,f5dca366-b88e-495b-9e89-1979fb6f6f8d,duration_entretien,245.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/14/2020,fada,fada_406,0f1bb459-727a-45b5-ad40-ddee4229e451,duration_entretien,355.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/14/2020,fada,fada_405,83070ca4-98da-400e-a322-7b58e192d88d,duration_entretien,1279.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/14/2020,fada,fada_402,b6b77823-4f69-467e-baff-12f3fdc0a4ad,duration_entretien,1314.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/15/2020,dedougou,dedougou_511,31b7d7f0-0a94-4720-9e35-3ca83da356c4,duration_entretien,273.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/16/2020,dedougou,dedougou_509,2aa01bbe-b3a5-4534-89ef-b249f86b6a64,duration_entretien,256.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/16/2020,dedougou,dedougou_506,976afc5b-d3d2-4ffb-a836-68a8d47d3940,duration_entretien,451.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/16/2020,dedougou,dedougou_506,5e6511e5-1ea5-453b-8abc-61414b268292,duration_entretien,212.5,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/16/2020,dedougou,dedougou_501,f25e1028-48fa-4ab1-8ff8-e3df89a3460e,duration_entretien,399.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/16/2020,dedougou,dedougou_502,8c8f10b8-5c7d-4e3a-9212-b19303963bfd,duration_entretien,302.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/16/2020,fada,fada_404,3835182a-69a0-4a80-9600-67c758c267c6,duration_entretien,295.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/16/2020,fada,fada_404,0eb4b546-5cf6-43fe-ab7e-59bc847519cc,duration_entretien,228,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/16/2020,fada,fada_407,8cf35560-43cd-4edd-8d4f-51c08086502a,duration_entretien,212.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,kaya,kaya_204,ed8f1960-1b3c-44ae-b8cb-14cfa3fb3427,duration_entretien,353.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,fada,fada_409,02b76b5b-537d-4471-89c2-afd724ddc77b,duration_entretien,296.5,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,dedougou,dedougou_508,7655856d-f9f7-46ed-a5f6-5557fe54d0a8,duration_entretien,251.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,dori,dori_110,eaaf8c1d-94fa-4e75-9726-4cd3bbd69d64,duration_entretien,207.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,fada,fada_407,865f6b3e-abcd-4e36-a0ff-23b73a2c43a7,duration_entretien,639.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,fada,fada_407,149c6309-414e-47a0-ae5a-fe1ea85f1a3a,duration_entretien,604.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,bobo,bobo_605,9badfc79-d49f-4474-a32a-846bb009be1d,duration_entretien,506.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,bobo,bobo_608,fa279420-4a88-45f7-860b-5c66ddffadea,duration_entretien,224.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,bobo,bobo_608,ea4bcead-978e-451f-8963-59716a6bfd44,duration_entretien,215.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,dedougou,dedougou_509,ee97b523-3c8d-43ed-ada6-30599de21b7d,duration_entretien,391.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,dedougou,dedougou_509,f813b411-134f-4465-8862-ed2b877c1286,duration_entretien,250.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,dedougou,dedougou_511,a882a489-fb50-46cc-830d-94fcbc81b406,duration_entretien,310.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/17/2020,dedougou,dedougou_511,467a057e-f61e-47a4-98c1-cd51e8a0e694,duration_entretien,208,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/18/2020,dedougou,dedougou_509,fa29b53e-5ff2-4a91-9bb4-0f62a31229a0,duration_entretien,256.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/18/2020,fada,fada_407,6afc07d5-d5aa-49ee-ac66-15d4abacfa09,duration_entretien,393.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/19/2020,dedougou,dedougou_509,a58845e2-dda8-4d27-ad83-c9ac0719c34f,duration_entretien,352.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/19/2020,fada,fada_412,e0969723-f1bc-4a03-a655-902b94fde28c,duration_entretien,226.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/19/2020,tenkodogo,tenkodogo_804,d9a98127-57a6-4513-b759-7a8b0be6f84f,duration_entretien,493.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/19/2020,dedougou,dedougou_506,a1ac9a3e-4021-45f1-9ffc-50db9eb11449,duration_entretien,504.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/20/2020,dedougou,dedougou_509,600284dd-6861-491b-9c04-efad402c9e29,duration_entretien,221.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/20/2020,ouahigouya,ouahigouya_309,7a776b6f-444a-48f8-8852-7b82f9f5dda2,duration_entretien,270.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/20/2020,kaya,kaya_209,d97aad0e-3512-46f1-a956-97e9e04791d4,duration_entretien,353.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/20/2020,tenkodogo,tenkodogo_803,2bbf0565-34ef-4304-b71d-1d0396c10de3,duration_entretien,338.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/20/2020,ouahigouya,ouahigouya_307,96f3533e-ca33-4610-88e1-b5991a0b9677,duration_entretien,477.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/20/2020,bobo,bobo_605,040e4ff4-3ef4-4ba6-ada6-d82a7d4f1b02,duration_entretien,208.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/20/2020,dedougou,dedougou_511,a061f79b-5600-455f-8553-bc28350f40ca,duration_entretien,407.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/19/2020,fada,fada_407,526375da-e0c8-48da-9316-7b0110836c5a,duration_entretien,297.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/21/2020,bobo,bobo_608,51305688-4fe4-412f-9d95-ea707e1d93eb,duration_entretien,337.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/21/2020,koudougou,koudougou_705,2c13457e-74a9-4945-b984-623cb6c2b513,duration_entretien,339,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/22/2020,koudougou,koudougou_703,eaccf0ad-944e-40f5-892d-28258f897946,duration_entretien,489.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/24/2020,dedougou,dedougou_509,fababd87-38df-4f1f-a8e7-81ed909e3b89,duration_entretien,372.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/24/2020,dedougou,dedougou_509,89b7a34d-3c48-413e-9247-eeed03c6e244,duration_entretien,302.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/25/2020,dedougou,dedougou_504,f236aac6-a758-415e-be5f-7dbe844842fb,duration_entretien,204.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/25/2020,dedougou,dedougou_509,1bdb91b8-6d20-4f1d-8f8e-f48bc82adce0,duration_entretien,258.6,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/25/2020,dedougou,dedougou_509,9b95d128-3aa3-456d-bfa0-a1dc3ef33480,duration_entretien,309.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/25/2020,dedougou,dedougou_505,c9e399b3-ee12-4238-afbe-23861993dbc3,duration_entretien,299.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/25/2020,dedougou,dedougou_505,e442ecb7-936f-4b77-ac1b-d1afa59d9f3c,duration_entretien,256.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/25/2020,dedougou,dedougou_508,6401a1d6-60ca-4af0-91ab-a39b36ec436e,duration_entretien,291.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/26/2020,dedougou,dedougou_509,2d1b5d55-164e-42ba-8c21-56dde67304af,duration_entretien,307.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/26/2020,kaya,kaya_209,97ea98eb-bcc9-4ff2-8c18-f57fc47f4129,duration_entretien,433.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/26/2020,dedougou,dedougou_502,760f1ed2-0d22-4bb0-a9aa-7549adde2f21,duration_entretien,252.6,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/26/2020,dedougou,dedougou_501,faf8adff-ca45-4483-b25a-28122398c724,duration_entretien,454.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/26/2020,dedougou,dedougou_501,e026e079-9942-4511-b25e-2fb9655f4b4e,duration_entretien,324.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/27/2020,dedougou,dedougou_510,7a5f356c-80a4-4334-9c8c-74dceadd556e,duration_entretien,200.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/27/2020,tenkodogo,tenkodogo_805,a8708da8-c315-4389-9d99-b5f5ce675546,duration_entretien,267.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/27/2020,kaya,kaya_210,01826d16-3422-4b83-b4f4-c1a1fae785f1,duration_entretien,433.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,dedougou,dedougou_509,42cbd5df-dceb-4683-95d9-15c56431c670,duration_entretien,206.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,dedougou,dedougou_509,0ee7cf21-255f-4b67-bcc2-93ffde522c5e,duration_entretien,296.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,bobo,bobo_605,12d35d60-8dfc-4b6c-b225-2478be2ce5da,duration_entretien,239.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,bobo,bobo_603,df75c05c-18e3-44ac-8297-3fc635fee24b,duration_entretien,430.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,bobo,bobo_603,41288a04-be47-4b72-80fa-3b5094220c9e,duration_entretien,350.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,dedougou,dedougou_511,69623c2f-b8e0-44d6-898d-9c94eb544dd4,duration_entretien,716.5,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,dedougou,dedougou_511,fa3af6e1-bc46-4f5b-b4c1-7ec94a47cbfd,duration_entretien,587,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,dedougou,dedougou_511,4e1a0d10-960a-4f4f-8c05-687b9e3d9bcd,duration_entretien,675.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/28/2020,dedougou,dedougou_511,cf1c2fb7-dbbd-4035-a1e2-3ab9856a4a34,duration_entretien,328.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/27/2020,fada,fada_405,128ce530-f5a0-4744-83c5-70e2cfaa0dc3,duration_entretien,273.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/27/2020,fada,fada_404,c8bba7cb-914a-4ac0-bf95-3a5ac84216af,duration_entretien,2374.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/29/2020,dedougou,dedougou_509,b6fba554-1b76-4c18-aec1-ac1fcd24b946,duration_entretien,272,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/29/2020,dedougou,dedougou_509,81885d54-4341-4f2c-a915-dc0b2aa7c4f8,duration_entretien,203.5,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/29/2020,ouahigouya,ouahigouya_307,2849b444-51b5-4bd3-b22c-537be4e2a488,duration_entretien,257.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/29/2020,dedougou,dedougou_511,245e5d26-abf3-4bb8-b964-44a1a68cce15,duration_entretien,650.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/29/2020,dedougou,dedougou_511,a68f7b92-2d86-4142-963b-e75bc5727f37,duration_entretien,280.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/30/2020,tenkodogo,tenkodogo_805,b278bd40-6398-4b04-b083-6b8531364954,duration_entretien,295.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/30/2020,dedougou,dedougou_502,b0cd2a28-7a5a-46dc-aea2-083a53032e7d,duration_entretien,238.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/30/2020,dedougou,dedougou_508,2ac40ca6-5ea5-4a07-a799-1bb2221910b7,duration_entretien,301.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
7/30/2020,dedougou,dedougou_508,9e6bc851-4b15-46bf-a3a0-4e3ef3b3dbac,duration_entretien,237.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/2/2020,dedougou,dedougou_509,bc52f7ab-9c33-4d10-8e00-4ba17e662f28,duration_entretien,264.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/2/2020,dedougou,dedougou_511,b3c72deb-40c1-4d0e-9dea-61dd56240abd,duration_entretien,422.5,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/2/2020,dedougou,dedougou_511,8a3bcf87-1dd5-4ee8-9889-609166be490d,duration_entretien,358.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/3/2020,dedougou,dedougou_509,b7e3d185-1680-496c-82cf-03077674aeec,duration_entretien,232.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/3/2020,ouahigouya,ouahigouya_301,bb574cfd-bfae-49c2-b19f-8b2583883388,duration_entretien,316.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,dedougou,dedougou_505,b77dc23d-4910-41ec-9ea5-e1fef31ec39a,duration_entretien,519.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,dedougou,dedougou_505,1e6028c1-d0d8-475b-9c60-4f0648fbf537,duration_entretien,371.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,dedougou,dedougou_505,f109bdf0-94fe-4f36-a21f-417ed274e77b,duration_entretien,331,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,dedougou,dedougou_509,6b6067e2-8fff-4d4b-803d-b46c1bd6ea5f,duration_entretien,440.6,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,dedougou,dedougou_509,a3ae33df-e559-4210-99d6-cef097c7f76f,duration_entretien,331.6,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,koudougou,koudougou_706,c49f04f7-9a26-4eae-aa27-3c7a687ba7bc,duration_entretien,288.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,dedougou,dedougou_511,aebc870d-2e6c-4365-8601-9fe85188e1a3,duration_entretien,275.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,dedougou,dedougou_511,b926fac0-cb6e-4fee-94dd-82d00ed784d7,duration_entretien,218.1,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/4/2020,dedougou,dedougou_511,78ab2f01-7dd4-4e6f-aeca-25333abfe9d8,duration_entretien,605.3,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,tenkodogo,tenkodogo_805,ca6d24db-82dd-4385-a5c3-0acbafffb727,duration_entretien,374,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,tenkodogo,tenkodogo_805,2c475664-2966-4007-b896-8ade756eebf2,duration_entretien,285,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/1/2020,ouahigouya,ouahigouya_311,6d786abf-8fe1-4507-b2d9-2cd83e4d76e4,duration_entretien,6010.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,dedougou,dedougou_509,365f1d6f-f723-4404-93d9-f365bf1ac1c9,duration_entretien,546.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,dedougou,dedougou_509,500064e8-3677-475f-af4a-bc09e3a2c1fa,duration_entretien,260.5,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,dedougou,dedougou_510,9b8a93ef-f713-49b4-87f6-da949933dd8d,duration_entretien,379.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,dedougou,dedougou_512,2163039f-2ef0-46ec-947f-2834a817d809,duration_entretien,369.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,dedougou,dedougou_511,53aff1a6-2f44-4822-a9e1-fc25618dd7d8,duration_entretien,249,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,dedougou,dedougou_511,0fdac6fc-0b27-4319-b2a7-dcb00358131b,duration_entretien,201.6,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/5/2020,dedougou,dedougou_511,0fdac6fc-0b27-4319-b2a7-dcb00358131b,duration_entretien,201.6,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/6/2020,dedougou,dedougou_509,42946263-8743-4449-b5da-b73a7fef74a7,duration_entretien,323.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/6/2020,tenkodogo,tenkodogo_805,b9c9b930-0a93-4015-b8df-34528b0512db,duration_entretien,308.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/6/2020,dedougou,dedougou_512,0ec1270c-3165-4feb-b326-66411bf97dba,duration_entretien,213.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/6/2020,ouahigouya,ouahigouya_308,749ac0b3-64db-4a64-995f-85ce58f0d501,duration_entretien,205.5,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/6/2020,dedougou,dedougou_510,d690453c-4011-4da0-9177-18a5ccb639a8,duration_entretien,229.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/6/2020,dedougou,dedougou_511,162c6f4b-072a-4779-b5df-e306084e333f,duration_entretien,333.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/6/2020,fada,fada_409,5f1b935b-5381-48b7-82bc-b510c1be980a,duration_entretien,1018.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/7/2020,tenkodogo,tenkodogo_807,f42fa86c-e11f-4661-8fc5-02b5c53b5110,duration_entretien,205.7,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/8/2020,dori,dori_107,7f790aeb-a1a2-40c5-9410-9d22436c2662,duration_entretien,226.8,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/7/2020,fada,fada_407,94680552-3cf2-4c22-826e-dfc462acd687,duration_entretien,218,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/8/2020,dedougou,dedougou_511,0fddead8-54d9-4ad1-b9da-af7254af77b8,duration_entretien,309.6,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/8/2020,dedougou,dedougou_511,c97fb1fc-1849-4bab-b03a-a5539dfcc591,duration_entretien,237.2,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/8/2020,dedougou,dedougou_509,7081bef6-6695-452d-b729-07cd0375722e,duration_entretien,394.4,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
8/8/2020,dedougou,dedougou_509,5dab4f71-85dd-4274-a03c-65b8813346b6,duration_entretien,284.9,NULL,NULL,NULL,Duree d'enquete trop longue - plus de 200 minutes,id02,check
